entrez_id	genesymbol
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
	permuted_negative
643334	LOC643334
9906	SLC35E2
56940	DUSP22
642820	LOC642820
6234	RPS28
9670	IPO13
360226	TESSP1
653113	LOC653113
60312	AFAP1
92086	GGTLC1
81620	CDT1
7442	TRPV1
652879	LOC652879
644150	LOC644150
4026	LPP
647115	FLJ36848
9134	CCNE2
3182	HNRNPAB
118426	LOH12CR1
79753	SNIP1
645349	LOC645349
389669	LOC389669
1308	COL17A1
255877	BCL6B
29841	GRHL1
339760	LOC339760
644613	LOC644613
143666	LOC143666
84239	ATP13A4
1730	DIAPH2
4301	MLLT4
10362	HMG20B
969	CD69
653493	LOC653493
81893	LAT1-3TM
646360	LOC646360
93107	KCNG4
23417	MLYCD
23074	UHRF1BP1L
401010	LOC401010
22801	ITGA11
353376	TICAM2
9792	SERTAD2
729444	LOC729444
6696	SPP1
3046	HBE1
84105	PCBD2
79413	ZBED2
652300	LOC652300
27005	USP21
6007	RHD
550	AUP1
644783	LOC644783
9927	MFN2
645448	LOC645448
644897	LOC644897
643038	LOC643038
642161	LOC642161
79168	LILRA6
65980	BRD9
648934	LOC648934
91319	DERL3
54843	SYTL2
140606	SELM
440387	CTRB2
1633	DCK
653148	LOC653148
2299	FOXI1
161882	ZFPM1
651463	LOC651463
652663	LOC652663
7404	UTY
2854	GPR32
84678	KDM2B
240	ALOX5
4326	MMP17
652224	LOC652224
140468	COX11P
644234	LOC644234
1592	CYP26A1
7482	WNT2B
644824	LOC644824
3017	HIST1H2BD
10912	GADD45G
57222	ERGIC1
5826	ABCD4
8603	FAM193A
96764	NCOA6IP
642732	LOC642732
649500	LOC649500
23517	SKIV2L2
648170	LOC648170
644519	LOC644519
221468	TMEM217
115557	GEFT
9253	NUMBL
652451	LOC652451
55869	HDAC8
9723	SEMA3E
8490	RGS5
143888	KDELC2
80022	MYO15B
650677	LOC650677
7468	WHSC1
56667	MUC13
7516	XRCC2
360	AQP3
645947	LOC645947
646307	LOC646307
643576	LOC643576
93611	FBXO44
954	ENTPD2
57787	MARK4
653210	LOC653210
649683	LOC649683
399473	SPRED3
730525	LOC730525
1499	CTNNB1
404220	C6orf201
54536	EXOC6
1553	CYP2A13
9282	CRSP2
643069	LOC643069
221914	GPC2
140456	ASB11
10313	RTN3
5676	PSG7
80332	ADAM33
728229	TMEM191B
643899	LOC643899
255812	SDHALP1
646717	LOC646717
649150	LOC649150
23001	WDFY3
9786	KIAA0586
51059	C8ORFK32
161779	PGBD4
6793	STK10
83445	GSG1
2059	EPS8
847	CAT
389075	RESP18
115811	IQCD
728005	LOC728005
54033	RBM11
6045	RNF2
80070	ADAMTS20
8720	MBTPS1
648473	LOC648473
10618	TGOLN2
644689	LOC644689
51566	ARMCX3
84866	TMEM25
80231	CXorf21
645643	LOC645643
646537	LOC646537
51270	TFDP3
57591	MKL1
9765	ZFYVE16
10325	RRAGB
29109	FHOD1
4439	MSH5
4296	MAP3K11
51480	VCX2
6097	RORC
54407	SLC38A2
2948	GSTM4
653801	LOC653801
729269	LOC729269
2897	GRIK1
63917	GALNT11
10409	BASP1
7203	CCT3
10938	EHD1
27289	RND1
400954	LOC400954
6453	ITSN1
6217	RPS16
57501	KIAA1257
29914	UBIAD1
2121	EVC
55280	CWF19L1
653314	LOC653314
3739	KCNA4
387496	RASL11A
645669	LOC645669
7741	ZNF187
651357	LOC651357
4950	OCLN
387893	SETD8
649652	LOC649652
390326	OR6C76
288	ANK3
1500	CTNND1
57147	SCYL3
8460	TPST1
4256	MGP
10057	ABCC5
2261	FGFR3
9540	TP53I3
283767	LOC283767
653648	LOC653648
154467	C6orf129
29057	FAM156A
2790	GNG10
8243	SMC1A
90417	C15orf23
647451	LOC647451
5475	PPEF1
90957	DHX57
3268	AGFG2
1456	CSNK1G3
151531	UPP2
7273	TTN
3779	KCNMB1
25992	SNED1
167359	MGC42105
653658	LOC653658
641846	LOC641846
644003	LOC644003
2000	ELF4
10199	MPHOSPH10
56903	PAPOLB
388578	LOC388578
3845	KRAS
440081	DDX12
641989	LOC641989
3150	HMGN1
55788	LMBRD1
649945	LOC649945
5540	PPYR1
653751	LOC653751
84545	MRPL43
644829	LOC644829
1660	DHX9
987	LRBA
25953	PNKD
1856	DVL2
729196	LOC729196
2974	GUCY1B2
649159	LOC649159
1031	CDKN2C
83901	KRTAP9-8
400870	FLJ41733
84643	KIF2B
3566	IL4R
57724	KIAA1632
246100	CTAG1A
83605	CCM2
642113	LOC642113
645785	LOC645785
642628	LOC642628
1327	COX4I1
731432	LOC731432
644310	LOC644310
440080	LOC440080
140688	C20orf112
29062	WDR91
647361	LOC647361
732313	LOC732313
874	CBR3
643206	LOC643206
127731	FLJ32784
64208	POPDC3
23148	KIAA0363
653319	LOC653319
5524	PPP2R4
643125	LOC643125
644311	LOC644311
4102	MAGEA3
6398	SECTM1
114907	FBXO32
58531	PRM3
9241	NOG
344191	EVX2
642468	LOC642468
22847	ZNF507
84466	MEGF10
123016	TTC8
200312	RNF215
6674	SPAG1
642528	LOC642528
54442	KCTD5
79672	FN3KRP
649143	LOC649143
652735	LOC652735
389197	C4orf50
8050	PDHX
127602	LOC127602
199713	NLRP7
647247	LOC647247
2067	ERCC1
222223	KIAA1324L
3451	IFNA17
10527	IPO7
8801	SUCLG2
8778	SIGLEC5
54798	DCHS2
5862	RAB2A
83707	TRPT1
23613	ZMYND8
55812	SPATA7
5257	PHKB
90226	UCN2
389760	DC36
219959	OR1S1
652913	CXorf30
642268	LOC642268
759	CA1
441024	MTHFD2L
646029	LOC646029
83896	KRTAP3-1
5879	RAC1
647509	LOC647509
26022	TMEM98
654161	LOC654161
117583	PARD3B
112714	TUBA3E
5172	SLC26A4
644366	LOC644366
648302	LOC648302
673	BRAF
80764	THAP7
83732	RIOK1
644883	LOC644883
54682	MANSC1
285966	FAM139A
27301	APEX2
646870	LOC646870
25966	C2CD2
66036	MTMR9
89853	FAM125B
644808	LOC644808
29797	DKFZp434K191
285613	RELL2
1837	DTNA
647681	LOC647681
94030	LRRC4B
84669	USP32
7252	TSHB
5424	POLD1
79913	ACTR5
256329	C11orf35
2678	GGT1
64283	RGNEF
642538	LOC642538
375295	LOC375295
152007	GLIPR2
116064	LRRC58
652173	LOC652173
441196	LOC441196
3631	INPP4A
643722	LOC643722
30011	SH3KBP1
647357	LOC647357
2887	GRB10
647049	LOC647049
65121	PRAMEF1
3993	LLGL2
375061	FAM89A
652616	LOC652616
642595	LOC642595
440104	LOC440104
202134	LOC202134
6469	SHH
9715	FAM131B
647102	LOC647102
80098	FLJ20972
648815	LOC648815
221060	C10orf111
90459	THEX1
145942	TMCO5A
648758	LOC648758
9556	C14orf2
55830	GLT8D1
287	ANK2
3363	HTR7
5994	RFXAP
6197	RPS6KA3
646871	LOC646871
389786	LOC389786
642257	LOC642257
644631	LOC644631
2077	ERF
80227	PAAF1
126299	ZNF428
643878	LOC643878
647579	LOC647579
653203	LOC653203
23119	HIC2
389203	LOC389203
440589	LOC440589
10435	CDC42EP2
29767	TMOD2
53841	MUCDHL
338805	LOC338805
118788	PIK3AP1
1195	CLK1
400451	FAM174B
441873	LOC441873
522	ATP5J
3200	HOXA3
643191	LOC643191
80207	OPA3
3587	IL10RA
10234	LRRC17
644010	LOC644010
5833	PCYT2
2620	GAS2
653569	LOC653569
6564	SLC15A1
10458	BAIAP2
4010	LMX1B
389158	PLSCR5
22888	UBOX5
392215	LOC392215
399761	FLJ00312
51236	C8orf30A
653349	LOC653349
26301	GBGT1
988	CDC5L
2146	EZH2
54509	RHOF
641851	LOC641851
80228	ORAI2
23126	POGZ
644672	LOC644672
79057	PRRG3
647060	LOC647060
113691	MGC16703
387804	LOC387804
9462	RASAL2
648622	LOC648622
225	ABCD2
127003	C1orf194
390332	LOC390332
90827	ZNF479
8788	DLK1
652191	LOC652191
23117	LOC23117
23279	NUP160
649745	LOC649745
440673	NBPF10
7799	PRDM2
23049	SMG1
8340	HIST1H2BL
91768	CABLES1
1446	CSN1S1
647447	LOC647447
51316	PLAC8
1282	COL4A1
653766	LOC653766
644679	LOC644679
642934	LOC642934
26025	PCDHGA12
80270	HSD3B7
649198	LOC649198
79665	DHX40
6658	SOX3
527	ATP6V0C
221981	LOC221981
219960	OR10Q1
650549	LOC650549
643275	LOC643275
7782	SLC30A4
92558	CCDC64
140894	C20orf152
650677	LOC650677
1891	ECH1
6480	ST6GAL1
5187	PER1
400322	HERC2P2
1478	CSTF2
152503	SH3D19
255919	TMEM188
651454	LOC651454
11319	ECD
4438	MSH4
642961	LOC642961
126567	KIAA1957
503834	DPRX
6623	SNCG
54993	ZSCAN2
14	AAMP
10462	CLEC10A
2651	GCNT2
7171	TPM4
732139	LOC732139
731196	LOC731196
2969	GTF2I
643377	LOC643377
643695	LOC643695
51310	SLC22A17
643717	LOC643717
30008	EFEMP2
401466	C8orf59
441662	LOC441662
11130	ZWINT
23439	ATP1B4
9600	PITPNM1
152065	C3orf22
644683	LOC644683
3009	HIST1H1B
114787	GPRIN1
79982	DNAJB14
2849	GPR26
170685	NUDT10
645276	LOC645276
200958	MUC20
353139	LCE2A
351	APP
642345	LOC642345
5210	PFKFB4
51157	ZNF580
642576	LOC642576
4157	MC1R
116379	IL22RA2
54801	HAUS6
84669	USP32
9400	RECQL5
64118	DUS1L
643697	LOC643697
644975	LOC644975
23784	A26C3
2525	FUT3
6883	TAF12
645238	LOC645238
388685	FLJ39739
148229	ATP8B3
165215	FAM171B
646589	LOC646589
11127	KIF3A
391365	SULT6B1
255812	SDHALP1
642916	LOC642916
1234	CCR5
28511	NKIRAS2
647274	LOC647274
84839	RAXL1
728712	SPANXA2
648278	LOC648278
643394	SPINK9
23443	SLC35A3
9987	HNRPDL
1756	DMD
642360	LOC642360
9678	PHF14
1017	CDK2
170680	PSORS1C2
4281	MID1
648840	LOC648840
3590	IL11RA
401145	MGC48628
442038	SULT1C3
57801	HES4
653145	LOC653145
6136	RPL12
64837	KLC2
9085	CDY1
202243	KENAE
6271	S100A1
2752	GLUL
10261	IGSF6
649902	LOC649902
7869	SEMA3B
1901	EDG1
442015	LOC442015
5928	RBBP4
80143	SIKE
648358	LOC648358
54881	TEX10
283643	C14orf80
728957	ZNF705D
391282	LOC391282
651308	LOC651308
647529	LOC647529
644846	LOC644846
10068	IL18BP
54073	C21orf41
64131	XYLT1
401845	LOC401845
728601	LOC728601
135644	TRIM40
513	ATP5D
646144	LOC646144
645084	LOC645084
84203	TXNDC2
54793	KCTD9
84720	PIGO
201627	FLJ34969
26009	ZZZ3
648716	LOC648716
652641	LOC652641
644856	LOC644856
84993	UBL7
81491	GPR63
641948	LOC641948
5788	PTPRC
642947	LOC642947
7273	TTN
55975	KLHL7
643423	LOC643423
8452	CUL3
23220	DTX4
50614	GALNT9
3578	IL9
57175	CORO1B
26520	TIMM9
2535	FZD2
91373	UAP1L1
645565	LOC645565
130617	ZFAND2B
9358	ITGBL1
648716	LOC648716
2066	ERBB4
64064	OXCT2
92105	INTS4
170067	FAM48B1
643927	LOC643927
727958	LOC727958
140880	CST11
6663	SOX10
651430	LOC651430
4613	MYCN
140767	NRSN1
6369	CCL24
641733	LOC641733
126820	WDR63
23209	MLC1
644887	LOC644887
341604	LOC341604
727800	RNF208
5170	PDPK1
387066	C6orf160
81688	C6orf62
727735	LOC727735
388282	LOC388282
730760	LOC730760
3044	HBBP1
148	ADRA1A
4751	NEK2
3918	LAMC2
2258	FGF13
55743	CHFR
643338	LOC643338
144776	LOC144776
55239	OGFOD1
25758	C11orf41
440253	WHDC1L2
84959	STS-1
22955	SCMH1
644326	LOC644326
642451	LOC642451
158399	ZNF483
10135	NAMPT
51324	SPG21
783	CACNB2
4884	NPTX1
84126	ATRIP
10587	TXNRD2
650496	LOC650496
116937	SNORD83A
650517	LOC650517
9099	USP2
644116	LOC644116
644624	LOC644624
3691	ITGB4
79828	METTL8
643344	LOC643344
390570	LOC390570
79677	SMC6
56894	AGPAT3
283987	C17orf28
103910	MRLC2
93492	TPTE2
10444	ZER1
653539	LOC653539
442560	LOC442560
642888	LOC642888
2872	MKNK2
54768	HYDIN
644334	LOC644334
84913	ATOH8
4521	NUDT1
6376	CX3CL1
647213	LOC647213
3675	ITGA3
9860	LRIG2
200107	FLJ31401
133584	EGFLAM
50855	PARD6A
598	BCL2L1
375056	MIA3
649700	LOC649700
253832	ZDHHC20
1345	COX6C
121551	BTBD11
51151	SLC45A2
400322	HERC2P2
652593	LOC652593
391347	LOC391347
644360	LOC644360
9648	GCC2
653489	LOC653489
85479	DNAJC5B
911	CD1C
285489	DOK7
4355	MPP2
642591	LOC642591
56112	PCDHGA3
653664	LOC653664
51548	SIRT6
647083	LOC647083
219927	MRPL21
7442	TRPV1
64393	ZMAT3
3148	HMGB2
389888	LOC389888
115	ADCY9
652540	LOC652540
2002	ELK1
730995	LOC730995
643224	LOC643224
25930	PTPN23
145864	HAPLN3
644250	LOC644250
483	ATP1B3
7337	UBE3A
26508	HEYL
3214	HOXB4
644377	LOC644377
7360	UGP2
644325	LOC644325
346562	GNAT3
7572	ZNF24
440742	LOC440742
644224	LOC644224
10420	TESK2
642110	LOC642110
79754	ASB13
283551	C14orf182
728744	LOC728744
23351	KHNYN
648576	LOC648576
3689	ITGB2
23179	RGL1
10068	IL18BP
649186	LOC649186
84231	TRAF7
6362	CCL18
414235	C10orf108
2181	ACSL3
